area,city,floor,location,price,rooms,source,square_price,title,opstina,latitude,longitude
93,Beograd,0.5," Opština Palilula, Botanička bašta, ",368000,4.0,halooglasi,3993,"Botanička bašta, Palilula ID#2075",Palilula,44.8114529,20.4783364
92,Beograd,2," Opština Novi Beograd, Bežanijska kosa 3, Srđana Aleksića",199990,3.5,halooglasi,2174,"3,5-soban, 92m2+T, bela fasadna cigla",Novi Beograd,44.8093102,20.362602
42,Beograd,1," Opština Rakovica, Skojevsko naselje, Ranka Žeravice",88000,3.5,halooglasi,2118,"Skojevsko naselje, Ranka Žeravice, 1.5, 41,55 m2 I",Rakovica,44.7493021,20.433798
52,Beograd,0," Opština Zemun, Zemun polje, Anke Matić",69900,2.0,halooglasi,1344,Zemun Polje,Zemun,44.8690399,20.3215066
59,Beograd,1," Opština Stari grad, Dorćol, Venizelosova",340000,2.0,halooglasi,5763,"Dorćol, 2s u pametnoj zgradi, gar.mesto ID#6211",Stari Grad,44.8200189,20.4696403
189,Beograd,p," Opština Novi Beograd, Blok 19a, Vladimira Popovića",470000,6.0,halooglasi,2487,"Trosoban stan, blok 19A,Vladimira Popovića,189m2",Novi Beograd,44.8064095,20.4296124
80,Beograd,2," Opština Čukarica, Bele vode, Momčila Čedića",109999,2.5,halooglasi,1375,"Bele vode, dupleks, 2.5, video prikaz",Čukarica,44.7524415,20.4072856
81,Beograd,2,"Savamala, Savski Venac",239000,3.5,4zida,2951,Svetozara Radića,Savski Venac,44.8128141,20.4524434
82,Beograd,p," Opština Zvezdara, Veliki Mokri Lug, Mate Miloševića",165000,4.0,halooglasi,2012,Vojvode Vlahovića - Lux - Dupleks,Zvezdara,44.7615198,20.5083112
46,Beograd,p," Opština Zvezdara, Učiteljsko naselje, Mis Irbijeve",84000,2.0,halooglasi,1826,"Učiteljsko naselje, Mis Irbijeve (ID: 976) ID#9997",Zvezdara,44.7881334,20.5103398
69,Beograd,0.5," Opština Zemun, Gornji grad, Banjička",129000,3.0,halooglasi,1870,"Zemun, Gornji grad - Renoviran",Zemun,44.844852,20.3824868
109,Beograd,8,"Beograd na vodi, Savski Venac",498000,4.0,4zida,4569,Bulevar Vudroa Vilsona,Savski Venac,44.8061877,20.4584544
37,Beograd,0," Opština Zvezdara, Cvetanova ćuprija, Predraga Tomića",74000,1.5,halooglasi,2000,"Zvezdara, Cvetanova ćuprija - Predraga Tomića",Zvezdara,44.7640221,20.5094871
72,Beograd,3," Opština Zvezdara, Mirijevo, Miroslava Krleže",143000,2.5,halooglasi,1986,Mirijevo Miroslava Krleže 72m2,Zvezdara,44.7882522,20.5420081
65,Beograd,2," Opština Čukarica, Cerak vinogradi, Lipa",155000,2.5,halooglasi,2385,"Cerak vinogradi, Lipa, 65+2m2, 2.5",Čukarica,44.7438711,20.4214696
85,Beograd,10," Opština Stari grad, Dorćol, Mike Alasa",300000,3.5,halooglasi,3529,"Odličan, renoviran 3.0  kvalitetan Dorćol kod Keja",Stari Grad,44.8270561,20.4635355
92,Beograd,6,"Trošarina, Voždovac opština",253900,3.0,4zida,2760,Vojvode Stepe,Voždovac,44.7612216,20.4841161
60,Beograd,0," Opština Surčin, Boljevci, Ulica mira",90000,3.0,halooglasi,1500,Prodaja Novogradnja Boljevci Surcin Duplexi uknjiz,Surčin,44.7225323,20.2165034
