area,city,floor,location,price,rooms,source,square_price,title
46,Novi Sad,1," Opština Novi Sad , Telep ,  ",117000,1.5,halooglasi,2543,Jednoiposoban namešten stan na Telepu
57,Novi Sad,1," Opština Novi Sad , Bulevar Evrope ,  ",130000,2.5,halooglasi,2281,Dvoiposoban stan na Adamovićevom naselju
42,Novi Sad,1," Opština Novi Sad , Novo Naselje ,  ",95864,2.0,halooglasi,2282,Dvosoban stan u izgradnji Novo Naselje
49,Novi Sad,2," Opština Novi Sad , Centar ",139050,2.0,halooglasi,2838,Fantastičan dvosoban stan - Sami centar!
32,Beograd,5," Opština Novi Beograd , Fontana , Omladinskih brigada ",114500,1.0,halooglasi,3578,"Omladinskih brigada, Blok 1, Novi Beograd ID#2204"
94,Novi Sad,6," Opština Novi Sad , Liman 2 ",236900,4.0,halooglasi,2520,Liman 2 - Preko puta Promenade! Četvorosoban stan!
42,Beograd,p," Opština Palilula , Kotež , Mataruška ",38900,1.5,halooglasi,926,"Kotež, Mataruška, 1.5,42m2 ID#1976"
78,Novi Sad,4," Opština Novi Sad , Telep ",190550,3.0,halooglasi,2443,Kompletno namešten! Vredi pogledati! Bulevar P.P.
61,Novi Sad,1," Opština Novi Sad , Stari grad ",152440,2.0,halooglasi,2499,Stari Grad! Retko u prodaji! Trg Feher Ferenca!
80,Novi Sad,0," Opština Novi Sad , Veternička rampa ",153500,4.0,halooglasi,1919,Odličan stan duplex! Gratis terarasa od 30m2!
46,Novi Sad,2," Opština Novi Sad , Telep ",119480,2.0,halooglasi,2597,Bul. Patrijarha Pavla! Kompletno Namešten!
75,Novi Sad,2," Opština Novi Sad , Socijalno ",160000,3.0,halooglasi,2133,Braće Jovandić. Socijalno. Odličan trosoban stan
44,Novi Sad,3," Opština Novi Sad , Telep ",111000,2.0,halooglasi,2523,Novo! Odličan jednoiposoban! Sa Pdv-om! Jerneja K.
79,Novi Sad,0," Opština Novi Sad , Veternička rampa ",153500,3.5,halooglasi,1943,Urbani koncept stana. Odličan duplex.
68,Novi Sad,2," Opština Novi Sad , Bulevar Evrope ",169950,3.0,halooglasi,2499,Perfektan trosoban stan! Vredi pogledati
64,Beograd,5," Opština Voždovac , Braće Jerković , Dragice Končar ",185000,2.5,halooglasi,2891,Voždovac - Braće Jerković
75,Kragujevac,2," Gradska lokacija , Centar ",75000,2.5,halooglasi,1000,Dvoiposoban stan u strogom centru Kragujevca
89,Beograd,0.5," Opština Stari grad , Kalemegdan , Visokog Stevana ",305000,3.0,halooglasi,3427,Kalemegdan-Dorćol-Trosoban
110,Bačka Palanka,p," Gradska lokacija , Centar ",84500,5.0,halooglasi,768,"Prodaja, 5.0 soban stan, 110m2, Bačka Palanka"
68,Novi Sad,3," Opština Novi Sad , Liman 4 ",168100,2.5,halooglasi,2472,"Prodaja, 2.5 soban stan, 68m2, Liman 4, Novi Sad"
25,Novi Sad,p," Opština Novi Sad , Grbavica ",67500,0.5,halooglasi,2700,"Prodaja garsonjere 25m2, Grbavica, Novi Sad"
85,Novi Sad,3," Opština Novi Sad , Železnička stanica ",210120,4.0,halooglasi,2472,"Prodaja, 4.0 soban stan, 85m2, Ž.stanica, Novi Sad"
85,Trstenik,p," Gradska lokacija , Centar ",70000,4.0,halooglasi,824,STAN U CENTRU TRSTENIKA
71,Novi Sad,2," Opština Novi Sad , Podbara ,  ",206000,3.0,halooglasi,2901,"NOVI SAD, PODBARA, Stan, 3.0, 71m2"
103,Beograd,1," Opština Zemun , Donji grad ,  ",329000,4.0,halooglasi,3194,"103m2 – Gundulićeva, Zemun, Beograd"
126,Beograd,3," Opština Vračar , Cvetni trg ,  ",495000,4.0,halooglasi,3929,"126m2 – Svetozara Markovića, Vračar, Beograd"
88,Beograd,3," Opština Vračar , Neimar ,  ",264000,4.0,halooglasi,3000,"88m2 – Šumatovačka, Vračar, beograd"
50,Beograd,5," Opština Savski venac , Ekonomski fakultet ,  ",190000,3.0,halooglasi,3800,"50m2 - Gavrila Principa, Savski venac, Beograd"
46,Kopaonik,0," Planina , Kraljevi čardaci , Senokos ",53000,3.0,halooglasi,1152,Apartman 46m2 Kopaonik
151,Novi Sad,p," Opština Novi Sad , Centar ,  ",217800,6,halooglasi,1442,Odličan 5.0 stan u Centru
81,Novi Sad,p," Petrovaradin , Gradić ,  ",195700,2.5,halooglasi,2416,"Salonski stan u Petrovaradinu, 195.700€, 81m2"
53,Beograd,2," Opština Zemun , Gornji grad , Šilerova ",126000,2.0,halooglasi,2377,Šilerova Gornji Grad Zemun Beograd Srbija
44,Kopaonik,1," Planina , Centar ",220000,2.0,halooglasi,5000,Konaci kompletno opremljen apartman
77,Novi Sad,p," Petrovaradin , Sremska Kamenica ,  ",149150,3.5,halooglasi,1937,"Sremska Kamenica, 77m2, Troiposoban, Nov"
48,Beograd,p," Opština Vračar , SC Vračar , Požarevačka ",179000,2.0,halooglasi,3729,"Vračar, SC Vračar - Požarevačka 48m2"
71,Beograd,1," Opština Zvezdara , Zeleno brdo , Lošinjska ",122000,2.0,halooglasi,1718,"Zeleno brdo, Lošinjska, 71 m2"
61,Beograd,p," Opština Palilula , Višnjička Banja , Višnjički venac ",97000,2.0,halooglasi,1590,"Višnjička banja, Višnjički venac, 61m2 ID#5037"
64,Beograd,0.5," Opština Zemun , Cara Dušana ",152300,2.0,halooglasi,2400,NOVO!Zemun-bez provizije za kupca
42,Kopaonik,0," Planina , Kraljevi čardaci , Stefana Prvovenčanog ",106000,2.5,halooglasi,2524,Retko u ponudi - duplex-kuca Kraljevi cardaci
29,Kopaonik,1," Planina , Kraljevi čardaci ",72400,1.5,halooglasi,2497,Apartman odlicno pozicioniran u Kraljevim Cardacim
21,Kopaonik,3," Planina , Kraljevi čardaci ",47700,0.5,halooglasi,2271,"Nov apartman u novom delu Milmari Resorta, 21m2"
30,Kopaonik,1," Planina , Čajetinska česma ",75000,1.5,halooglasi,2500,"Apartman u Kraljevim cardacima, 30m2"
113,Beograd,4," Opština Rakovica , Petlovo brdo , Hablova ",180000,4.0,halooglasi,1593,Konforan četvorosoban ID#1362
68,Beograd,1," Opština Vračar , Južni bulevar , Južni bulevar ",210056,3.0,halooglasi,3100,"Novogradnja,Južni bulevar,67,76m2,cena bez pdv-a"
63,Beograd,12," Opština Novi Beograd , Blok 61 , Jurija Gagarina ",162000,3.0,halooglasi,2571,"Blok 61, Jurija Gagarina, 3.0, 63 m2 + T"
63,Beograd,p," Opština Zvezdara , Mirijevo , Teodora Mirijevskog ",121000,1.0,halooglasi,1921,"Mirijevo, Teodora Mirijevskog, 1.0, 63 m2"
51,Beograd,2," Opština Voždovac , Beli potok , Vojvode Vlahovića ",110000,2.5,halooglasi,2157,"Voždovac, Vojvode Vlahovića 51 m2"
86,Kragujevac,2," Gradska lokacija , Šumarice , Kralja Milana IV ",169430,4.0,halooglasi,1970,"Kragujevac, Stadion "" Čika Dača"""
36,Kopaonik,2," Planina , Kraljevi čardaci , Miodraga Petrovića Čkalje ",82000,1.5,halooglasi,2278,"Kopaonik, Srebrna planina,"
107,Beograd,3," Opština Savski venac , Dedinje , Bulevar kneza Aleksandra Karađorđevića ",380000,4.0,halooglasi,3551,"Beograd ,Dedinje, Bul. K. Aleksandra Karađorđevića"
62,Beograd,2," Opština Rakovica , Labudovo brdo , Sretena Mladenovića Mika ",98000,2.5,halooglasi,1581,Dvoiposoban stan na Labudovom brdu
101,Beograd,1," Opština Savski venac , Ekonomski fakultet , Karađorđeva ",280000,5.0,halooglasi,2772,"Savski venac,Ekonomski fakultet - Karađorđeva101m2"
53,Beograd,p," Opština Savski venac , Dedinje , Rajka Mitića ",189000,1.5,halooglasi,3566,"Savski venac, Dedinje - Rajka Mitića 53m2"
69,Beograd,9," Opština Savski venac , Dedinje , Stjepana Filipovića ",186000,3.0,halooglasi,2696,"Savski Venac, Dedinje - Stjepana Filipovića 69m2"
50,Beograd,1," Opština Palilula , Borča , Zrenjaninski put ",69990,1.5,halooglasi,1400,Uknjizen stan od vlasnika Borca
34,Jagodina,1," Gradska lokacija , Aqua park ,  ",58000,1.0,halooglasi,1706,Namešten stan kod Aqva parka
28,Beograd,5," Opština Savski venac , Beograd na vodi ,  ",170000,0.5,halooglasi,6071,"Savski Venac (Beograd), Beograd na vodi, Stan, 0.5"
98,Beograd,p," Opština Novi Beograd , Blok 70a , Omladinskih brigada ",245000,3.5,halooglasi,2500,"Novi Beograd, Blok 70a, porodičan stan, 2T, CG .."
36,Novi Sad,1," Opština Novi Sad , Podbara ,  ",41200,1.0,halooglasi,1144,"Novi Sad, Podbara, Stan, 1, 36,00m2"
38,Zlatibor,1," Planina , Centar ,  ",62660,1.5,halooglasi,1666,"Zlatibor, Zlatibor, Stan, 1.5, 37,60m2"
73,Leskovac,3," Gradska lokacija , Hisar , Prvomajska ",85000,3.0,halooglasi,1164,Prodaje se renoviran 3.0 stan
29,Kopaonik,p," Planina , Kraljevi čardaci ,  ",76000,0.5,halooglasi,2621,"Apartman, 29m2, Kopaonik"
33,Beograd,1," Opština Novi Beograd , Blok 24 (Super Vero) , Bulevar Milutina Milankovića ",135000,0.5,halooglasi,4091,"Blok 24, Milutina Milankovica, 33m2"
39,Kopaonik,1," Planina , Centar ",220000,2.0,halooglasi,5641,"Lux apartman 2.0-39kv,Konaci"
126,Niš,2," Pantelej , Pantelej , Gornjomatejevačka ",124800,4.0,halooglasi,990,"Novogradnja, Duplex, Gornjomatejevačka"
134,Niš,2," Pantelej , Pantelej , Gornjomatejevačka ",135200,4.0,halooglasi,1009,"Novogradnja, Duplex, Gornjomatejevačka"
40,Niš,6," Medijana , Dom zdravlja , Bulevar Nemanjića ",79200,1.5,halooglasi,1980,"1.5, Dom Zdravlja, Delta Planet"
33,Stara Pazova,1," Gradska lokacija , Centar , Ćirila i Metodija ",59500,1.0,halooglasi,1803,Prodajem uknjižen stan
42,Beograd,1," Opština Vračar , Kalenić pijaca , Hadži Prodanova ",146900,1.5,halooglasi,3498,"Vracar, Hadzi Prodanova"
67,Niš,p," Medijana , Centar , Generala Milojka Lešjanina ",107000,2.5,halooglasi,1597,Dvoiposoban stan u centru 107000 eura
47,Niš,1," Pantelej , Čalije , Momčila Milovanovića ",70500,2.0,halooglasi,1500,"Novogradnja Čalije, 2.0, 47 m2"
48,Beograd,1,"Meandri, Zemun, Zemun opština",107000,2.0,4zida,2229,Banjička
45,Beograd,2,"Čukarica, Čukarica opština",128250,1.5,4zida,2850,Izvorska
75,Kruševac,5,Gradske lokacije,53500,2.0,4zida,713,Rasadnik
75,Beograd,n/a,"Profesorska Kolonija, Palilula opština",315000,3.0,4zida,4200,Stojana Novakovića
98,Beograd,6,"Vojvode Stepe, Voždovac opština",84500,4.0,4zida,3380,SQUARE 2
50,Beograd,n/a,"Skojevsko Naselje, Rakovica opština",124000,2.0,4zida,2480,LUKE VOJVODICA
114,Novi Sad,6,"Liman, Gradske lokacije",270000,4.0,4zida,2368,Liman 4
44,Niš,2,"Palilula, Gradske lokacije",63800,1.5,4zida,1450,U blizini parka Čair i Kliničkog centra
75,Beograd,2,"Kumodraž 2, Kumodraž, Voždovac opština",155000,2.5,4zida,2067,Bulevar Peka Dapčevića
55,Beograd,p,"Mirijevo IV, Mirijevo, Zvezdara opština",109000,2.0,4zida,3633,Stambeni kompleks OAZA
46,Beograd,1,"Savski Trg, Savamala, Savski Venac",135000,2.0,4zida,2935,Karađorđeva
56,Beograd,3,"Konjarnik, Zvezdara opština",119000,1.5,4zida,2125,Olge Alkalaj
31,Beograd,0,"Crveni Krst Zvezdara, Zvezdara opština",95000,2.0,4zida,3065,Branka Krsmanovića
105,Beograd,4,"Dorćol, Stari Grad opština",245000,4.0,4zida,2333,Strahinjića Bana
61,Subotica,1,"Radijalac, Gradske lokacije",92000,2.0,4zida,1022,ARSENIJA ČARNOJEVIĆA
84,Beograd,9,"Blok 62, Bežanijski Blokovi, Novi Beograd",199000,3.5,4zida,2369,Jurija Gagarina
60,Niš,0,"Pantelej, Gradske lokacije",84000,2.5,4zida,1400,Čalije
45,Beograd,1,"Blok 72, Novi Beograd",123000,2.0,4zida,2733,Dr Ivana Ribara
85,Beograd,4,"Tošin Bunar, Novi Beograd",280000,3.0,4zida,3294,Bulevar heroja sa Košara
73,Niš,4,"Pantelej, Gradske lokacije",90000,3.5,4zida,1233,Durlan
59,Niš,5,"Bulevar Nemanjića, Medijana, Gradske lokacije",100000,2.5,4zida,1695,Pijaca Boško Buha
55,Beograd,4,"Karaburma, Palilula opština",111000,2.5,4zida,2018,Pera Ćetkovića
65,Beograd,1,"Tošin Bunar, Novi Beograd",220000,2.0,4zida,3385,Bulevar heroja sa Košara
47,Novi Sad,3,"Detelinara, Gradske lokacije",75000,1.5,4zida,1596,Rumenacka
62,Pančevo,0,"Centar, Gradske lokacije",99000,2.0,4zida,2152,CITY GARDEN PANCEVO
67,Beograd,2,"Autokomanda, Savski Venac",234500,3.0,4zida,3500,Dobropoljska
77,Beograd,1,"Beograd centar, Stari Grad opština",215000,3.5,4zida,2792,Balkanska
51,Beograd,3,"Železnik, Čukarica, Čukarica opština",87450,3.0,4zida,1715,Ilije Čalića
27,Beograd,0,"Bajlonijeva Pijaca, Stari Grad opština",88000,0.5,4zida,3259,Žorža Klemansoa
77,Novi Sad,p,"Telep, Gradske lokacije",195000,3.5,4zida,3000,Višestambeni objekat - Kotorska
94,Beograd,3,"Palilula, Palilula opština",324300,3.0,4zida,3450,Kneza Danila
96,Beograd,14,"Blok 38, Novi Beograd",240000,4.0,4zida,2500,Bulevar Milutina Milankovića
27,Beograd,4,"Skadarlija, Beograd centar, Stari Grad opština",110000,1.0,4zida,4074,Skadarska
50,Beograd,6,"Vukov Spomenik, Zvezdara opština",119900,1.0,4zida,2398,Bulevar kralja Aleksandra
47,Vrnjačka Banja,2,"Centar, Gradske lokacije",94090,2.0,4zida,1981,Vila Radan
57,Beograd,1,"Vukov Spomenik, Zvezdara opština",159000,2.0,4zida,2789,Vojvode Dovezenskog
46,Beograd,2,"Vukov Spomenik, Zvezdara opština",135000,1.5,4zida,2935,Vojvode Dovezenskog
92,Beograd,0,"Gundulićev Venac, Donji Dorćol, Dorćol, Stari Grad opština",320000,3.0,4zida,3478,Carigradska
80,Beograd,6,"Dorćol, Stari Grad opština",280000,3.0,4zida,3500,Visokog Stevana
171,Beograd,1,"Slavija, Vračar",600000,5.0,4zida,3509,Nemanjina
198,Beograd,3,"Sava Centar, Blok 19 Sava Centar, Novi Beograd",459000,4.0,4zida,2318,Kralja Milana
37,Beograd,1,"Rakovica, Rakovica opština",56000,1.5,4zida,1514,Mome Stanojlovića
106,Beograd,2,"Skojevsko Naselje, Rakovica opština",250000,4.0,4zida,2358,Luke Vojvodića
39,Novi Sad,5,Gradske lokacije,77250,1.0,4zida,1981,Detelinara
57,Novi Sad,1,"Telep, Gradske lokacije",149500,3.0,4zida,1699,Marinera Residence
54,Beograd,4,Voždovac opština,140000,2.0,4zida,2593,Braće Jerković
65,Beograd,2,"Bogoslovija, Palilula opština",220000,2.5,4zida,3385,Bata Lakina
109,Beograd,6,"Blok 61, Bežanijski Blokovi, Novi Beograd",229900,4.0,4zida,2109,Jurija Gagarina
53,Beograd,5,"Dedinje, Savski Venac",185000,1.5,4zida,3491,Rajka Mitića
87,Beograd,4,"Kalvarija, Zemun, Zemun opština",227118,4.0,4zida,2585,Residence 7+
58,Beograd,2,Vračar,188500,2.0,4zida,3250,Vojislava Ilića
92,Beograd,4,"Bežanijska kosa 2, Bežanijska kosa, Novi Beograd",259000,3.5,4zida,2815,Peđe Milosavljevića
20,Beograd,5,"Krunski Venac, Vračar",78000,0.5,4zida,3900,Mileševska
37,Beograd,1,Vračar,130000,1.5,4zida,3514,Sredačka
60,Subotica,n/a,"Radijalac, Gradske lokacije",59000,2.0,4zida,1513,Ognjena Price lamela B
88,Beograd,3,"Hotel YU, Novi Beograd",258000,3.5,4zida,2932,Džona Kenedija
56,Beograd,1,"Lekino Brdo, Voždovac opština",195000,3.0,4zida,3482,Miklošićeva
133,Beograd,1,"Bežanijska kosa 2, Bežanijska kosa, Novi Beograd",310000,4.5,4zida,2331,Marka Čelebonovića
122,Beograd,n/a,"Dedinje, Savski Venac",590000,3.0,4zida,4836,Dr Vojislava Stojanovića
43,Novi Sad,2,Gradske lokacije,79720,2.0,4zida,1854,Novo Naselje
114,Novi Sad,5,"Telep, Gradske lokacije",309800,4.0,4zida,2718,Bulevar Patrijarha Pavla (Somborski Bulevar)
124,Novi Sad,5,"Adamovićevo Naselje, Gradske lokacije",249000,5.0,4zida,2008,Cara Dušana
74,Novi Sad,3,"Stari Grad, Gradske lokacije",152440,2.0,4zida,2060,Novi Sad - Centar
116,Novi Sad,5,Gradske lokacije,206000,4.0,4zida,1776,Grbavica
25,Mionica,p,"Banja Vrujci, Gradske lokacije",115360,1.0,4zida,1442,Vila Vrujci
35,Novi Sad,1,Gradske lokacije,71100,1.5,4zida,2031,Adice
73,Novi Sad,6,"Banatić, Gradske lokacije",169930,3.0,4zida,2328,Železnička stanica
57,Novi Sad,3,"Liman, Gradske lokacije",129800,2.0,4zida,2277,Liman 4
27,Novi Sad,3,"Rotkvarija, Gradske lokacije",72100,0.5,4zida,2670,Socijalno
52,Beograd,p,"Rvati, Obrenovac opština",61800,2.0,4zida,2289,PRIMAVERA
24,Novi Sad,7,"Detelinara, Gradske lokacije",57500,0.5,4zida,2396,Nova Detelinara
44,Novi Sad,2,"Telep, Gradske lokacije",97850,2.0,4zida,2224,Bulevar Patrijarha Pavla (Somborski Bulevar)
54,Novi Sad,2,"Stari Grad, Gradske lokacije",194670,2.0,4zida,3605,Novi Sad - Centar
71,Novi Sad,5,"Liman, Gradske lokacije",164800,2.5,4zida,2321,Liman 4
53,Niš,1,"Čalije, Pantelej, Gradske lokacije",80925,3.0,4zida,1500,Alaska Čalije
63,Novi Sad,2,Gradske lokacije,129780,3.0,4zida,2060,Grbavica
64,Novi Sad,9,Gradske lokacije,139050,2.0,4zida,2173,Bulevar Oslobođenja
41,Novi Sad,5,Gradske lokacije,82400,2.0,4zida,2010,Grbavica
54,Novi Sad,2,"Banatić, Gradske lokacije",123600,2.0,4zida,2289,Železnička stanica
52,Novi Sad,1,Gradske lokacije,81890,2.0,4zida,1575,Telep
27,Novi Sad,3,Gradske lokacije,75000,0.5,4zida,2778,Podbara
50,Novi Sad,2,Gradske lokacije,87550,3.0,4zida,1751,Detelinara
68,Novi Sad,3,"Detelinara, Gradske lokacije",161650,2.5,4zida,2377,Nova Detelinara
31,Novi Sad,5,"Liman, Gradske lokacije",81370,1.0,4zida,2625,Liman 2
120,Novi Sad,2,"Petrovaradinska Tvrđava, Petrovaradin, Gradske lokacije",58000,4.0,4zida,1234,Kačićeva
49,Novi Sad,3,"Detelinara, Gradske lokacije",74000,2.0,4zida,1510,Nadežde Petrović
46,Beograd,-0.5,"Dedinje, Savski Venac",87000,2.0,4zida,1891,Josifa Marinkovića
72,Beograd,4,"Autokomanda, Voždovac opština",190000,3.0,4zida,2639,Kumodraška
45,Pančevo,0,"Strelište, Gradske lokacije",59990,1.5,4zida,1333,Cvijićeva
102,Novi Sad,2,"Bulevar Patrijarha Pavla (Somborski Bulevar), Telep, Gradske lokacije",143000,4.0,4zida,2424,Koste Abraševića 34b-34c
43,Subotica,2,Okolne lokacije,86120,2.0,4zida,2003,Palić
29,Beograd,-0.5,"Učiteljsko Naselje, Zvezdara opština",70000,1.0,4zida,2414,Paje Jovanovića
157,Beograd,5,"Lion, Zvezdara opština",385000,4.0,4zida,2452,Đevđelijska
29,Beograd,2,"Voždovac, Voždovac opština",78900,1.0,4zida,2721,Vojvode Stepe
23,Vrnjačka Banja,p,Gradske lokacije,51458,1.0,4zida,2200,Aurora Residency
53,Beograd,0,"Karaburma, Palilula opština",125000,2.0,4zida,2358,Mirijevski Bulevar
68,Niš,1,"Park Svetog Save, Bulevar Nemanjića, Medijana, Gradske lokacije",101000,3.0,4zida,1485,Merkator 1
90,Loznica,3,"Loznica - Centar, Gradske lokacije",98999,3.0,4zida,1100,Pašićeva 3
65,Loznica,2,"Loznica - Centar, Gradske lokacije",69000,2.0,4zida,1062,Georgija Jaksica
37,Niš,13,"Medijana, Gradske lokacije",65000,1.5,4zida,1757,Čair
230,Beograd,0,"Dedinje, Savski Venac",595000,4.0,4zida,2587,Pivljanina Baje
94,Beograd,2,Savski Venac,250000,3.0,4zida,2660,Centar
74,Beograd,1,"Batajnica, Zemun opština",130000,3.0,4zida,1757,Vojođanskih brigada
45,Subotica,1,Gradske lokacije,52000,1.5,4zida,1156,Dudova Šuma
43,Vrnjačka Banja,p,Gradske lokacije,85813,2.0,4zida,1980,David Lux 2
55,Beograd,1,"Miljakovac, Rakovica opština",105500,1.5,4zida,1918,Nikole Marakovića
75,Beograd,n/a,"Retenzija, Zemun, Zemun opština",225000,3.0,4zida,3000,Prve pruge
76,Beograd,1,"Beograđanka, Savski Venac",289000,3.0,4zida,3803,Admirala Geprata
26,Beočin,3,Gradske lokacije,260000,1.0,4zida,3881,Stambeno-poslovni objekat na Beočinskom trgu
99,Beograd,5,"Banovo Brdo, Čukarica, Čukarica opština",209990,3.0,4zida,2121,Požeška
27,Beograd,4,"Gornji Grad, Zemun, Zemun opština",58000,0.5,4zida,2148,Cara Dušana
32,Šabac,n/a,Gradske lokacije,41500,1.0,4zida,1297,Centar
167,Novi Sad,1,"Sremska Kamenica, Gradske lokacije",277500,6.0,4zida,1662,Tatarsko Brdo
86,Niš,5,"Centar, Medijana, Gradske lokacije",72250,3.5,4zida,2125,Zelengorska
72,Novi Sad,2,"Nova Detelinara, Detelinara, Gradske lokacije",210000,3.0,4zida,2917,Branka Bajića
30,Novi Sad,6,"Bistrica, Novo Naselje, Gradske lokacije",81000,0.5,4zida,2700,Đorđa Nikšića Johana
120,Novi Sad,5,Gradske lokacije,360000,4.0,4zida,3000,Bulevar Oslobođenja
89,Beograd,1,"Kalenić, Vračar",320000,3.5,4zida,3596,Mileševska
61,Novi Sad,10,"Stari Grad, Gradske lokacije",180000,3.0,4zida,2951,Spens
46,Novi Sad,4,Gradske lokacije,145000,2.0,4zida,3152,Bulevar Evrope
53,Novi Sad,3,Gradske lokacije,97850,2.0,4zida,1846,Podbara
22,Zrenjanin,0,"Brigadira Ristića, Gradske lokacije",32000,0.5,4zida,1455,Dunavska
49,Zrenjanin,n/a,Gradske lokacije,55000,2.0,4zida,1122,Duvanika
43,Novi Sad,1,"Telep, Gradske lokacije",53000,2.0,4zida,1019,Dream Home Residence
77,Zrenjanin,5,Gradske lokacije,63000,3.0,4zida,818,4. Juli
56,Valjevo,n/a,Gradske lokacije,58000,2.0,4zida,1036,Centar
39,Beograd,5,"Zvezdarska Šuma, Zvezdara opština",119000,1.5,4zida,3051,Ledinacka
76,Beograd,3,"Mirijevo, Zvezdara opština",144000,3.5,4zida,1895,Koste Nađa
79,Niš,2,"Palilula, Gradske lokacije",135000,3.0,4zida,1702,"Kompleks ""MODNA"" Niš"
109,Novi Sad,2,Gradske lokacije,309000,4.0,4zida,2835,Stari Grad
86,Novi Sad,5,Gradske lokacije,194500,4.0,4zida,2262,Novo Naselje
63,Novi Sad,5,Gradske lokacije,168700,3.0,4zida,2678,Bulevar Evrope
41,Novi Sad,4,"Telep, Gradske lokacije",108000,2.0,4zida,2634,Bulevar Patrijarha Pavla (Somborski Bulevar)
57,Pančevo,3,"Centar, Gradske lokacije",173350,2.0,4zida,3399,Novogradnja u Stevice Jovanovića 25
67,Novi Sad,5,Gradske lokacije,144200,3.0,4zida,2152,Bulevar Evrope
73,Beograd,5,"Banjica, Voždovac opština",149900,3.0,4zida,2053,Bulevar oslobođenja
35,Kopaonik,1,Okolne lokacije,73500,1.0,4zida,2100,Vikend naselje
68,Niš,9,"Ćele Kula, Medijana, Gradske lokacije",95000,3.0,4zida,1397,Bulevar Dr Zorana Đinđića
60,Niš,0,Gradske lokacije,84000,2.5,4zida,1400,Pantelej
42,Zlatibor,1,"Centar, Gradske lokacije",63000,1.0,4zida,1500,Jelena Anžujska
84,Novi Sad,1,"Telep, Gradske lokacije",210100,4.0,4zida,2501,Kiš Ernea
49,Novi Sad,7,"Grbavica, Gradske lokacije",136500,2.0,4zida,2786,Tolstojeva
120,Novi Sad,4,Gradske lokacije,360500,4.0,4zida,3004,Bulevar Oslobođenja
46,Ruma,p,Gradske lokacije,135000,1.5,4zida,2455,Orlovićeva AVENIA RESORT
27,Zlatibor,0,Gradske lokacije,65000,1.0,4zida,2407,Kirdžijska
55,Subotica,2,"Kertvaroš, Gradske lokacije",74000,2.5,4zida,1345,Jovana Mikica 14
46,Subotica,1,"Kertvaroš, Gradske lokacije",62000,1.5,4zida,1348,Jovana Mikica 14
60,Novi Kneževac,4,Gradske lokacije,42000,2.5,4zida,700,Sv. Vlad. N. Velimirovića 2
42,Kragujevac,2,"Bubanj, Centar, Gradske lokacije",55107,2.0,4zida,1300,Zelena Oaza
50,Ruma,n/a,Gradske lokacije,70000,2.0,4zida,1400,27. Oktobar LBC
92,Novi Sad,11,"Stari Grad, Gradske lokacije",182000,3.5,4zida,1978,Novi Sad - Centar
48,Novi Sad,2,"Satelitska Pijaca, Satelit, Novo Naselje, Gradske lokacije",73499,2.0,4zida,1531,Miloja Čiplića 4c
132,Novi Sad,1,"Karagača, Petrovaradin, Gradske lokacije",197200,4.0,4zida,1494,Karagača 11g 2
44,Beograd,0,"Altina, Zemun, Zemun opština",85855,1.5,4zida,1925,NOVA ALTINA
32,Stara Pazova,3,"Nova Pazova, Okolne lokacije",45000,0.5,4zida,1406,"Svetosavska , Novo Naselje Bb"
66,Beograd,2,"Ledine, Novi Beograd",135300,2.5,4zida,2050,Višegradska 18A
70,Novi Sad,3,"Novi Sad - Centar, Stari Grad, Gradske lokacije",174999,3.0,4zida,2500,Masarikova 10
28,Beograd,n/a,"Ledine, Surčin opština",60000,1.0,4zida,2143,Visegradska 18A
103,Novi Sad,2,"Petrovaradin, Gradske lokacije",150000,4.0,4zida,1456,ŠENOINA 14
39,Beograd,5,"Banovo Brdo, Čukarica, Čukarica opština",99000,1.5,4zida,2538,Požeška 97
50,Novi Sad,n/a,"Petrovaradin, Gradske lokacije",94000,2.0,4zida,1880,Preradoviceva 102
120,Beograd,p,"Zemun, Zemun opština",299990,5.0,4zida,2500,Zelena Avenija
57,Novi Sad,5,"Nova Detelinara, Detelinara, Gradske lokacije",117500,2.0,4zida,2061,Janka Čmelika
30,Novi Sad,0,"Tatarsko Brdo, Sremska Kamenica, Gradske lokacije",185000,1.0,4zida,2467,TREMIS RESIDENCE
40,Beograd,3,"Altina, Zemun, Zemun opština",58000,1.5,4zida,1450,Ugrinovacki put
52,Novi Sad,2,"Novo Naselje, Gradske lokacije",98000,2.0,4zida,1885,produžetak Bulevar Jovana Dučića 39B
85,Loznica,4,Gradske lokacije,79990,4.0,4zida,941,Loznica - Centar
72,Novi Sad,4,"Veternik, Gradske lokacije",85000,2.5,4zida,1181,Kninska 151A
88,Beograd,3,"Južni Bulevar, Vračar",53000,3.5,4zida,883,Šumatovačka 105
40,Jagodina,3,Gradske lokacije,36500,1.0,4zida,913,Sarina Međa
34,Jagodina,1,Gradske lokacije,58000,1.0,4zida,1706,Aqua Park
36,Jagodina,3,Gradske lokacije,55000,1.0,4zida,1528,Aqua Park
35,Jagodina,4,Gradske lokacije,30000,1.0,4zida,857,Strelište
142,Novi Sad,2,"Novo Naselje, Gradske lokacije",190000,5.0,4zida,2603,Vila LaLa
62,Kruševac,4,"Pakašnica, Okolne lokacije",46000,2.5,4zida,742,Teg Fontana
34,Novi Sad,2,Gradske lokacije,73130,1.0,4zida,2151,Sajmište
44,Novi Sad,2,Gradske lokacije,97850,1.5,4zida,2224,Telep
